freshman,5,empathetic\kind\passionate
freshman,5,online class\very clear\complete
senior,5,northeastern\- system\- op system\extremely useful\explorative
senior,5,take many class\pre - covid\good education\online class
senior,5,northeastern\really unique school\amazing array\global opportunity\- program\- op program\work full time
other,5,pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school\pretty dope school
sophomore,5,engaging\supportive environment\very pleased
sophomore,5,high quality education
other,5,online learning\great\realistic learning experience
sophomore,5,top school\typical college ranking\- program\- op program\many college\many other college\more likely\high\high ranked school\amazing community\academic environment\very underrated
sophomore,5,make remote learning\as easy\possible\as fluid\possible\hybrid learning\good program\handle online learning
sophomore,5,cooperative understanding\online lecture\most\flexible
senior,5,pretty good school\co -\op program\big pull\big pull\most freshman\most part\somewhat diverse\white student\northeastern\very connected\current world development\good part\host weekly game night\analog face
sophomore,5,excellent academic\beautiful campus\diverse student body\make northeastern\great university\unique\great experience\very attractive employer
junior,5,- experience\- op experience\professional vibe
sophomore,5,good\great\offer extra office hour\make sure\available\online learning\international student\make sure\much easy\make sure\very helpful\very receptive\make sure\little bit\easy\really great experience\learn good\same classroom
sophomore,5,make sure
sophomore,5,amazing club\interesting\amazing\serene
freshman,5,same\good course\good online course
freshman,5,amazing school\great location\major\minor in\real life experience\such study\global co -\good school\very diverse
senior,5,first time\walkable city\own campus\global opportunity\grateful\first co -\right time
sophomore,5,so much\fantastic\new height\worth\same\greek life\Most people\other university\other top university\most student\transient scene\transient social scene\irrational\inaccurate concern\also fantastic
freshman,5,
freshman,5,
junior,5,well\how hard\demanding life\more devoted\hardworking\very excited\forever grateful
junior,5,covid-19 closing\not bad
freshman,5,still able\surprised\well most
freshman,5,great professor\beautiful\plenty activity
sophomore,5,able
sophomore,5,awesome school\super expensive\beautiful campus\right\rapidly beautiful\exciting place
junior,5,good
freshman,5,first year\extremely pleased\first year\really big transition\easy\latin background\really easy\same background\musical taste\extremely diverse\more challenging\very good\other university\least\co\co - program\- op program\big reason\really happy\great school
freshman,5,op program\favorite aspect\so beneficial
other,5,less expensive
alum,5,amazing city\big nightlife\top notch\always available\dedicated\rigorous\absolutely beautiful\op program\gain excellent work experience
other,5,awesome -\awesome co -\op program
senior,5,prestigous research university\good\impressive experience
freshman,5,good thing\realistic perspective\real world
freshman,5,how hardworking\favorite thing\little bit\well quality
other,5,beautiful campus\right\- opportunity\- op opportunity\opportunistic work environment\diverse\like\minded\rapidly beautiful\exciting place\worth\interested\invest long term\great school
alum,5,amazing\available campus\amazing\other vendor\great dining hall\other vendor\endless thing\other school\amazing security\next door\great proximity\constant update\new renovation\great upkeep\specialized field
alum,5,northeastern\full\ambitious\low key\northeastern student\unique\good way\possible\’ fine
sophomore,5,very impressed\amazing\really relaxed part\great school\motivated\willing\different way\pretty cool professor\great\lazy
alum,5,excellent curriculum\coop program\beautiful campus
alum,5,good college experience\available\first semester\other country\other colleague\'s co\co - program\- op program\major employer\overseas\second none
freshman,5,great\re willing
alum,5,co\co - program\- op program\real world\how great\- experience\- op experience\physical therapy clinic\real world\other college\amazing memory\good place
freshman,5,willing
junior,5,lucky\wonderful college\great professor\ready\available\financial expense
sophomore,5,perfect\unbelievable experience\many college\many other college
freshman,5,low income\first generation\very nice\friendly
freshman,5,very welcoming\public transportation system\allow efficient way
freshman,5,- opportunity\- op opportunity\gorgeous campus\responsible professor\good diversity
freshman,5,incredibly unorthodox college experience\op\international travel\so many advisor\very strong music scene\really nice dorm\incredible location\nice\price italian dinner\happen other place\lackluster\other school
other,5,wrong\modern day\common core curriculum
sophomore,5,able\remain close\great\few teacher\well training\teach certain material
junior,5,great school\beautiful\great location\most professor\great\op program\awesome\good\get real world experience\favorite thing\great campus location\central\great campus feel
sophomore,5,fellow student\have wonderful class\amazing friend\little well
sophomore,5,co -\op programme\undergrad time\pursue potential career path\serious candidate\post\post - job\- graduate job\post\post - programme\- grad programme\huge draw
sophomore,5,great school\coop experience\good city\wide variety
senior,4,flexible\responsive
freshman,4,difficult\covid restriction\most part
freshman,4,online education\perfectly ok\great
sophomore,4,great learning\great online learning experience\not ideal\pandemic bearable
sophomore,4,great experience\big one\wonderful\high quality\beautiful\rich
sophomore,4,great professor\so expensive
other,4,'s large campus\isolated oasis\large diversity\amazing
junior,4,experiential learning\global opportunity\very professional environment\general\too much emphasis\not enough resource\natural science
sophomore,4,enjoyable experience\decently rigorous\absolutely insane\black guy\that much representation\much black representation\too many\many non\non -\- white person\latin descent\relatively diverse party\generally most\political climate\ideological flavor\overall glad
sophomore,4,single\amazing\very excited\coop aspect
junior,4,overall\good teacher\good facility\very transparent\good interest\different kind
sophomore,4,online learning\interesting\really good\usable\easy\only trouble
sophomore,4,great location\great class\only thing\little thing\super relevant\overwhelming
sophomore,4,great\co\co - program\- op program\great opportunity\outside world
alum,4,many opportunity\many diverse opportunity\get involved school\save many student\great place\physical therapy professor\fantastic Co\good coop\new housing unit\gorgeous space\gorgeous green space\great access\green line
senior,4,good\bad thing\significantly easy\feel bad\extra stressed\pre - lecture\- record lecture\other\stay live\online learning experience\highly dependent
junior,4,new learning\new online learning environment\quick\relatively successful transition\offer constant discussion\free seminar\same extent\pre\pre -\- covid\more\same experience\not optimal
junior,4,northeastern\possible college experience\positive\'s co\co - program\- op program\amazing\leave little\important\liberal art education\many\stem major\very much thinking\much critical thinking\make clear\valuable part\big downside\aforementioned skill\real college\important takeaway\more balanced
sophomore,4,online learning\unexpected\rapid change\only problem
senior,4,great experience\sad\real world
senior,4,great experience\sad\real world
alum,4,co\co - program\- op program\big benefit\much well internship\more time\good impression\learn more\op program
alum,4,
sophomore,4,'s global opportunity\co\co - program\- op program\easy\encouraged\real world\land full time
freshman,4,very accomodating school\many resource\real world\also ready\real world\extremely helpful\gracious\perfect\social\intellectual growth
freshman,4,reachable\flexible\interactive website\easy communication\explanatory interface\easy
sophomore,4,coop program\great
alum,4,how important work experience\undergraduate year\op program\good\so many class option\available\able\most thing\online system\online portal system\social life\good\big school\entire city\big university\full campus\good\similar\other university\other private university\hire more adjunct\way more\wrong thing
alum,4,great place
junior,4,great school\very diverse student population\experienced professor\solid\rigorous\overwhelmingly stressful\- program\- op program\highly beneficial\real life work\academic\co -\op advisor\as involved\architectural structure\old\outdated\visually stimulating\aesthetic\large student population\greek life\greek life\social scene\dead\great school\great environment
sophomore,4,make online learning work\lenient understanding\current situation\good\grateful\passionate\well understanding
senior,4,online class\overall\overall most\more discussion
sophomore,4,well
alum,4,recreational sport\afraid\try new thing
junior,4,feel more home\else most\long friend\only satisfactory
sophomore,4,unforgettable experience\first year engineering\savior\second home\fun thing\other school\endless people\endless new people\only complaint
freshman,4,pre\pre - development\- professional development\so many opportunity\many different opportunity
freshman,4,only problem\that good\pretty expensive\all friendly\great\qualified\interesting
sophomore,4,most part\hardworking\overtly competitive environment\other\really expensive\much more\typical education\typical undergraduate education\other learning\other experiential learning option\so much opportunity\so many way\many different way
freshman,4,great opportunity\urban location enriche\other college student\strong career\very inactive\as effective
freshman,4,many teacher\many great teacher\bad experience
junior,4,real life\real community
sophomore,4,fun\most city campus\other school\very close\alone\very nice library\not confusing map
alum,4,great professor\fun place\past year\past several year\new building\more travel opportunity
sophomore,4,good\great professor\first year\financial aid advisor\leave much
junior,4,available student\hard
